datetime,co,no2,o3,pm10,so2
2021-05-31 03:00:00,228.0,13.7,39.2,14.8,0.711
2021-05-31 04:00:00,221.0,13.3,35.1,15.3,0.684
2021-05-31 05:00:00,223.0,15.3,32.9,13.3,0.692
2021-05-31 06:00:00,214.0,9.77,38.3,12.3,0.593
2021-05-31 07:00:00,196.0,13.9,44.8,15.8,1.01
2021-05-31 08:00:00,191.0,21.5,46.3,28.1,1.09
2021-05-31 09:00:00,198.0,22.0,52.1,31.6,0.974
2021-05-31 10:00:00,194.0,19.5,59.8,21.7,0.958
2021-05-31 12:00:00,175.0,11.5,71.7,26.1,0.659
2021-05-31 18:00:00,211.0,24.1,64.8,30.6,1.39
2021-05-31 19:00:00,208.0,13.2,80.1,26.6,0.884
2021-05-31 20:00:00,180.0,9.88,85.1,16.3,0.885
2021-05-31 23:00:00,184.0,19.1,71.1,19.7,0.747
2021-06-01 00:00:00,209.0,55.7,29.6,21.2,1.22
2021-06-02 01:00:00,187.0,27.8,49.1,19.7,0.503
2021-06-02 05:00:00,179.0,23.9,30.7,22.2,0.287
2021-06-02 06:00:00,173.0,27.1,45.1,24.7,0.54
2021-06-02 07:00:00,171.0,29.8,51.9,29.1,0.571
2021-06-02 08:00:00,217.0,50.3,45.0,43.9,1.31
2021-06-02 09:00:00,262.0,52.5,43.6,50.3,1.42
2021-06-02 10:00:00,249.0,51.7,49.6,37.5,1.67
2021-06-02 11:00:00,204.0,42.7,52.8,29.6,1.6
2021-06-02 12:00:00,213.0,46.5,49.7,31.6,1.51
2021-06-02 13:00:00,225.0,39.1,62.3,33.5,0.863
2021-06-02 14:00:00,218.0,28.0,83.6,28.1,1.36
2021-06-02 15:00:00,218.0,26.6,84.1,26.6,1.24
2021-06-02 16:00:00,216.0,27.9,84.3,24.7,1.14
2021-06-02 17:00:00,231.0,45.1,67.0,25.1,1.66
2021-06-02 18:00:00,233.0,72.8,38.6,27.1,3.0
2021-06-02 19:00:00,253.0,71.1,35.5,28.6,2.51
2021-06-02 21:00:00,236.0,34.3,64.6,22.2,0.996
2021-06-02 22:00:00,204.0,36.5,66.5,23.2,0.749
2021-06-02 23:00:00,204.0,34.9,62.8,25.1,0.953
2021-06-03 02:00:00,186.0,30.7,41.3,29.6,0.807
2021-06-03 03:00:00,166.0,12.3,67.1,25.1,0.404
2021-06-03 05:00:00,149.0,6.85,74.6,15.8,1.57
2021-06-03 06:00:00,149.0,8.66,70.5,21.2,3.25
2021-06-03 07:00:00,150.0,11.4,66.3,24.7,6.39
2021-06-03 08:00:00,161.0,20.1,59.5,29.1,10.9
2021-06-03 09:00:00,182.0,27.1,53.6,30.6,2.64
2021-06-03 10:00:00,177.0,26.4,55.2,37.0,1.49
2021-06-03 11:00:00,157.0,15.9,64.3,36.5,0.941
2021-06-03 12:00:00,156.0,15.7,66.6,37.5,1.17
2021-06-03 13:00:00,141.0,15.4,65.7,31.1,1.38
2021-06-03 14:00:00,143.0,14.0,66.5,30.6,0.678
2021-06-03 15:00:00,141.0,13.9,69.5,30.6,0.492
2021-06-03 16:00:00,169.0,16.8,72.6,26.1,1.31
2021-06-03 17:00:00,161.0,18.4,75.3,34.5,1.67
2021-06-03 18:00:00,157.0,17.2,73.5,44.9,1.45
2021-06-03 19:00:00,156.0,18.3,67.2,38.9,1.04
2021-06-03 21:00:00,163.0,17.4,67.3,25.1,1.12
2021-06-03 22:00:00,174.0,22.5,61.4,23.7,1.16
2021-06-04 15:00:00,230.0,44.1,56.5,42.9,4.34
2021-06-04 17:00:00,212.0,43.4,63.6,26.6,1.32
2021-06-04 18:00:00,223.0,50.2,62.1,28.1,1.83
2021-06-04 19:00:00,248.0,72.7,45.7,34.0,2.57
2021-06-04 21:00:00,281.0,65.0,41.7,29.1,1.83
2021-06-05 00:00:00,298.0,52.6,34.2,38.0,1.22
2021-06-05 01:00:00,204.0,62.2,31.8,36.5,1.48
2021-06-05 02:00:00,176.0,40.2,53.8,39.4,1.55
2021-06-05 03:00:00,197.0,77.9,22.8,27.6,2.1
2021-06-05 04:00:00,205.0,48.0,22.7,19.2,1.01
2021-06-05 05:00:00,161.0,41.8,24.9,17.7,0.72
2021-06-05 06:00:00,160.0,40.1,28.4,22.7,1.12
2021-06-05 07:00:00,157.0,30.1,45.7,23.7,1.37
2021-06-05 08:00:00,157.0,32.4,43.5,20.7,1.47
2021-06-05 09:00:00,182.0,37.8,38.2,28.1,1.58
2021-06-05 14:00:00,189.0,21.7,76.0,27.6,0.972
2021-06-05 15:00:00,217.0,21.9,73.5,24.7,1.01
2021-06-05 21:00:00,136.0,11.2,89.3,17.7,0.628
2021-06-05 22:00:00,130.0,14.0,84.7,14.8,0.972
2021-06-05 23:00:00,137.0,11.6,82.1,13.3,0.882
2021-06-06 00:00:00,144.0,11.2,80.0,15.8,0.894
2021-06-06 01:00:00,145.0,11.0,75.8,18.2,0.886
2021-06-06 02:00:00,162.0,13.6,65.1,22.2,0.914
2021-06-06 03:00:00,158.0,13.4,59.9,22.7,0.876
2021-06-06 07:00:00,132.0,9.47,62.2,15.8,0.769
2021-06-06 09:00:00,139.0,8.83,68.2,20.2,1.17
2021-06-06 12:00:00,127.0,3.68,84.2,28.1,1.43
2021-06-06 16:00:00,131.0,4.08,88.5,21.7,1.1
2021-06-06 17:00:00,129.0,4.3,89.2,24.2,0.953
2021-06-06 21:00:00,147.0,15.9,74.6,14.3,1.12
2021-06-07 03:00:00,123.0,8.18,62.0,17.3,0.961
2021-06-07 07:00:00,148.0,24.8,46.6,20.7,0.45
2021-06-07 08:00:00,186.0,30.6,43.8,26.6,0.632
2021-06-07 10:00:00,152.0,20.2,63.3,33.0,1.84
2021-06-07 11:00:00,145.0,12.2,77.8,34.5,1.79
2021-06-07 13:00:00,148.0,11.8,82.6,31.6,1.32
2021-06-07 14:00:00,137.0,9.19,87.5,29.6,0.317
2021-06-07 20:00:00,179.0,25.1,80.8,23.7,0.174
2021-06-07 23:00:00,180.0,22.1,71.6,23.7,0.511
2021-06-08 00:00:00,199.0,31.0,55.4,27.6,0.313
2021-06-08 01:00:00,202.0,38.9,41.9,34.0,0.37
2021-06-08 03:00:00,217.0,35.4,36.7,23.7,0.398
2021-06-08 05:00:00,152.0,14.6,40.1,34.0,0.239
2021-06-08 07:00:00,147.0,14.8,54.0,31.1,0.479
2021-06-08 09:00:00,190.0,24.7,51.3,35.5,5.89
2021-06-08 10:00:00,179.0,21.6,61.9,45.4,1.61
2021-06-08 11:00:00,151.0,13.1,77.0,36.5,0.961
2021-06-08 12:00:00,175.0,18.0,70.5,31.6,3.39
2021-06-08 13:00:00,162.0,14.7,63.8,35.5,0.402
2021-06-10 15:00:00,168.0,28.8,72.7,-1.0,0.823
2021-06-10 16:00:00,173.0,29.4,78.6,-1.0,1.91
2021-06-10 19:00:00,164.0,17.6,85.4,-1.0,0.485
2021-06-10 21:00:00,237.0,33.6,64.3,-1.0,1.13
2021-06-10 22:00:00,318.0,70.0,23.2,-1.0,0.77
2021-06-10 23:00:00,194.0,23.0,56.3,-1.0,0.901
2021-06-11 00:00:00,203.0,23.0,42.4,-1.0,0.706
2021-06-11 01:00:00,204.0,20.4,35.6,-1.0,0.342
2021-06-11 02:00:00,203.0,25.7,25.3,-1.0,0.0775
2021-06-11 04:00:00,146.0,6.09,52.8,-1.0,0.818
2021-06-11 07:00:00,175.0,16.8,54.5,-1.0,1.82
2021-06-11 17:00:00,170.0,28.2,74.3,33.5,1.36
2021-06-12 01:00:00,138.0,4.02,65.9,28.6,0.668
2021-06-12 02:00:00,132.0,3.43,57.5,22.7,0.376
2021-06-12 04:00:00,135.0,2.38,54.3,16.8,0.245
2021-06-12 06:00:00,129.0,1.83,57.5,13.8,0.242
2021-06-12 07:00:00,132.0,2.1,66.2,13.8,0.385
2021-06-12 08:00:00,133.0,4.2,73.4,16.3,0.389
2021-06-12 09:00:00,132.0,3.96,77.0,18.7,0.162
2021-06-12 12:00:00,126.0,3.93,86.5,33.5,-0.0976
2021-06-12 13:00:00,128.0,6.46,83.3,33.5,-0.243
2021-06-12 15:00:00,120.0,4.92,77.7,53.2,-0.11
2021-06-12 16:00:00,127.0,4.8,67.9,53.2,0.0976
2021-06-12 17:00:00,172.0,5.27,64.6,38.9,0.231
2021-06-12 18:00:00,135.0,4.97,64.6,24.7,-0.0428
2021-06-12 20:00:00,137.0,6.81,55.7,13.3,-0.00134
2021-06-12 23:00:00,115.0,0.912,63.0,2.47,0.405
2021-06-13 00:00:00,123.0,4.01,56.0,2.96,0.294
2021-06-13 03:00:00,119.0,1.32,41.3,4.93,0.309
2021-06-13 04:00:00,120.0,0.997,43.8,4.93,0.118
2021-06-13 05:00:00,117.0,0.969,42.4,5.92,0.0722
2021-06-13 06:00:00,119.0,2.98,38.5,6.9,0.158
2021-06-13 07:00:00,127.0,4.02,50.7,6.9,0.0668
2021-06-13 08:00:00,140.0,9.27,49.5,6.9,0.239
2021-06-13 09:00:00,159.0,10.7,45.7,6.9,0.134
2021-06-13 10:00:00,166.0,11.6,44.0,6.9,0.417
2021-06-13 11:00:00,182.0,14.5,38.9,6.41,0.425
2021-06-13 12:00:00,168.0,11.9,38.1,5.92,0.573
2021-06-13 17:00:00,120.0,6.32,54.0,14.3,0.337
2021-06-13 19:00:00,117.0,5.19,56.3,10.8,0.692
2021-06-13 20:00:00,130.0,8.47,52.3,10.4,0.413
2021-06-13 21:00:00,129.0,8.93,52.6,9.86,0.575
2021-06-13 22:00:00,121.0,16.7,45.2,9.86,0.612
2021-06-13 23:00:00,115.0,13.1,47.3,8.87,0.859
2021-06-14 01:00:00,111.0,1.4,55.1,7.89,0.349
2021-06-14 08:00:00,110.0,9.23,52.3,4.93,0.6
2021-06-14 10:00:00,108.0,5.83,59.2,5.92,0.656
2021-06-14 12:00:00,115.0,8.21,58.5,7.89,0.579
2021-06-14 14:00:00,104.0,5.96,65.4,11.8,0.579
2021-06-14 15:00:00,115.0,9.9,60.2,15.8,0.672
2021-06-14 19:00:00,111.0,4.85,62.1,20.7,0.741
2021-06-14 20:00:00,110.0,3.72,63.0,20.7,0.694
2021-06-14 21:00:00,113.0,3.49,61.0,20.7,0.634
2021-06-14 23:00:00,93.8,0.102,61.5,20.7,0.569
2021-06-15 00:00:00,101.0,-0.572,62.7,12.8,0.724
2021-06-15 01:00:00,97.6,-0.0585,65.1,12.8,0.61
2021-06-15 02:00:00,92.6,-0.605,66.9,12.8,0.48
2021-06-15 03:00:00,92.3,-0.787,64.4,12.8,0.271
2021-06-15 05:00:00,93.8,0.614,59.7,14.3,0.258
2021-06-15 07:00:00,111.0,5.56,66.4,15.8,0.238
2021-06-15 08:00:00,115.0,7.35,72.3,12.3,0.198
2021-06-15 12:00:00,111.0,4.49,82.1,-1.0,0.484
2021-06-15 13:00:00,110.0,4.99,80.1,30.6,0.187
2021-06-15 14:00:00,122.0,8.93,73.7,30.6,0.19
2021-06-15 15:00:00,109.0,5.38,74.9,30.6,0.396
2021-06-15 16:00:00,115.0,6.48,72.1,23.7,0.205
2021-06-15 17:00:00,113.0,6.17,73.0,16.8,0.142
2021-06-15 18:00:00,109.0,5.34,71.9,16.8,0.642
2021-06-15 19:00:00,107.0,4.6,75.6,15.8,0.541
2021-06-15 20:00:00,107.0,5.47,70.1,14.8,0.206
2021-06-15 21:00:00,110.0,5.39,65.0,14.8,0.436
2021-06-15 22:00:00,108.0,5.75,63.5,9.86,0.262
2021-06-15 23:00:00,109.0,6.06,57.9,4.93,0.446
2021-06-16 00:00:00,105.0,3.13,57.6,4.93,0.294
2021-06-16 01:00:00,99.6,3.5,52.3,5.92,0.289
2021-06-17 19:00:00,175.0,33.7,49.4,31.1,1.19
2021-06-17 21:00:00,185.0,64.2,23.2,26.6,1.95
2021-06-17 22:00:00,173.0,38.0,40.5,27.1,0.945
2021-06-18 00:00:00,145.0,21.4,43.8,27.6,0.647
2021-06-18 22:00:00,155.0,12.8,105.0,35.5,0.449
2021-06-19 01:00:00,139.0,4.61,104.0,32.5,0.532
2021-06-19 02:00:00,137.0,2.81,108.0,33.5,0.457
2021-06-19 03:00:00,137.0,2.48,113.0,33.5,0.711
2021-06-19 04:00:00,133.0,2.78,114.0,28.6,0.539
2021-06-19 05:00:00,129.0,2.45,108.0,23.7,0.778
2021-06-19 06:00:00,127.0,1.91,97.5,23.7,0.556
2021-06-19 07:00:00,131.0,6.25,95.6,22.7,0.634
2021-06-19 08:00:00,138.0,8.29,99.3,21.7,0.865
2021-06-19 12:00:00,143.0,13.2,118.0,35.5,0.803
2021-06-19 14:00:00,143.0,8.38,121.0,38.5,0.666
2021-06-19 15:00:00,144.0,8.28,121.0,38.5,0.814
2021-06-19 16:00:00,141.0,5.13,124.0,40.9,0.618
2021-06-19 17:00:00,145.0,5.53,126.0,43.4,0.516
2021-06-19 18:00:00,146.0,7.26,125.0,43.4,0.761
2021-06-19 20:00:00,144.0,7.67,132.0,30.6,0.745
2021-06-19 21:00:00,163.0,8.33,125.0,-1.0,0.571
2021-06-19 22:00:00,164.0,11.2,111.0,-1.0,0.847
2021-06-19 23:00:00,181.0,11.8,99.8,33.5,0.539
2021-06-20 00:00:00,173.0,6.7,100.0,33.5,0.825
2021-06-20 01:00:00,163.0,4.86,95.7,33.5,0.556
2021-06-20 02:00:00,160.0,2.56,95.5,30.6,0.511
2021-06-20 03:00:00,155.0,1.88,101.0,27.6,0.704
2021-06-20 04:00:00,155.0,1.82,97.0,27.6,0.889
2021-06-20 07:00:00,152.0,1.94,89.3,27.6,0.738
2021-06-20 09:00:00,160.0,3.29,90.3,30.6,0.623
2021-06-20 11:00:00,154.0,3.58,118.0,30.6,0.761
2021-06-20 13:00:00,153.0,5.03,126.0,30.6,0.719
2021-06-20 16:00:00,155.0,5.53,134.0,32.5,0.484
2021-06-20 19:00:00,174.0,21.9,120.0,29.6,0.941
2021-06-20 22:00:00,178.0,10.5,110.0,29.6,0.723
2021-06-20 23:00:00,182.0,10.7,101.0,32.0,0.64
2021-06-21 01:00:00,164.0,2.83,96.0,34.5,0.648
2021-06-21 05:00:00,155.0,2.42,74.9,30.6,0.537
2021-06-21 08:00:00,178.0,12.9,59.5,34.5,0.803
2021-06-21 09:00:00,183.0,15.1,65.1,38.5,0.885
2021-06-21 10:00:00,184.0,19.4,72.8,38.5,1.01
2021-06-21 11:00:00,175.0,18.6,78.5,-1.0,1.05
2021-06-21 13:00:00,172.0,17.3,89.4,-1.0,0.698
2021-06-21 14:00:00,167.0,16.5,90.5,-1.0,0.815
2021-06-21 15:00:00,-1.0,-1.0,-1.0,93.7,-1.0
2021-06-21 16:00:00,163.0,14.3,93.5,93.7,0.801
2021-06-21 17:00:00,165.0,16.8,92.1,93.7,0.866
2021-06-21 20:00:00,210.0,26.3,82.6,53.2,0.589
2021-06-21 21:00:00,268.0,49.3,62.6,46.3,0.556
2021-06-21 23:00:00,262.0,39.9,63.0,39.4,0.492
2021-06-22 00:00:00,239.0,36.8,54.3,39.4,0.818
2021-06-22 01:00:00,184.0,11.4,54.8,51.3,0.465
2021-06-22 02:00:00,175.0,3.05,52.5,51.3,0.484
2021-06-22 03:00:00,172.0,1.64,55.6,44.4,0.46
2021-06-22 04:00:00,172.0,1.49,55.5,37.5,0.597
2021-06-22 08:00:00,179.0,10.8,57.5,26.6,0.601
2021-06-22 09:00:00,182.0,16.0,61.4,34.0,0.719
2021-06-22 10:00:00,180.0,16.4,65.2,41.4,0.696
2021-06-22 11:00:00,185.0,16.2,74.5,41.4,0.753
2021-06-22 12:00:00,188.0,15.1,80.3,58.7,0.73
2021-06-22 15:00:00,181.0,9.16,84.9,141.0,0.708
2021-06-22 18:00:00,289.0,103.0,14.4,180.0,1.82
2021-06-22 19:00:00,276.0,77.0,44.1,154.0,1.42
2021-06-22 21:00:00,285.0,39.8,69.0,117.0,0.795
2021-06-22 22:00:00,289.0,49.0,54.7,80.9,0.668
2021-06-23 01:00:00,265.0,38.6,43.8,85.8,0.866
2021-06-23 02:00:00,220.0,7.18,62.6,85.8,0.867
2021-06-23 04:00:00,193.0,2.16,67.5,60.1,0.835
2021-06-23 05:00:00,189.0,2.92,66.7,60.1,0.833
2021-06-23 06:00:00,189.0,4.31,65.8,49.3,0.815
2021-06-23 07:00:00,208.0,12.5,58.6,38.5,0.741
2021-06-23 08:00:00,239.0,37.3,47.3,38.5,0.536
2021-06-23 10:00:00,286.0,86.7,33.3,50.3,1.43
2021-06-23 11:00:00,243.0,48.3,66.1,50.3,0.989
2021-06-23 18:00:00,198.0,3.36,111.0,99.6,0.678
2021-06-23 19:00:00,205.0,4.95,111.0,16.8,0.384
2021-06-23 20:00:00,208.0,4.92,102.0,16.8,0.461
2021-06-24 00:00:00,287.0,6.18,74.4,28.1,0.789
2021-06-24 01:00:00,282.0,5.74,83.3,37.5,0.652
2021-06-24 02:00:00,225.0,2.54,90.1,37.5,0.912
2021-06-24 03:00:00,191.0,2.22,91.5,31.6,0.862
2021-06-24 05:00:00,192.0,1.11,82.5,25.6,0.757
2021-06-24 08:00:00,156.0,4.0,72.1,20.7,0.667
2021-06-24 09:00:00,150.0,3.53,64.3,17.7,0.954
2021-06-24 12:00:00,159.0,4.77,69.9,15.3,0.79
2021-06-24 14:00:00,161.0,3.88,77.7,15.8,0.722
2021-06-24 18:00:00,154.0,4.51,78.0,9.86,0.656
2021-06-24 19:00:00,170.0,7.29,74.4,8.87,0.438
2021-06-24 22:00:00,172.0,42.3,36.3,9.86,0.734
2021-06-25 19:00:00,202.0,17.4,78.9,20.7,0.345
2021-06-25 21:00:00,230.0,59.7,37.6,20.7,0.799
2021-06-25 22:00:00,205.0,26.4,62.6,18.7,0.726
2021-06-26 00:00:00,236.0,25.4,38.1,16.8,0.68
2021-06-26 01:00:00,251.0,25.4,34.2,16.8,0.61
2021-06-26 02:00:00,217.0,14.7,41.4,24.7,0.444
2021-06-26 03:00:00,203.0,7.88,45.1,24.7,0.46
2021-06-26 04:00:00,190.0,5.16,52.3,24.7,0.62
2021-06-26 05:00:00,177.0,6.02,51.7,19.7,0.664
2021-06-26 06:00:00,182.0,4.53,49.6,19.7,0.726
2021-06-26 07:00:00,172.0,3.37,52.1,18.2,0.398
2021-06-26 09:00:00,155.0,3.06,65.5,16.8,0.456
2021-06-26 10:00:00,147.0,3.63,72.2,14.3,0.491
2021-06-26 12:00:00,157.0,5.04,74.2,11.8,0.515
2021-06-26 15:00:00,153.0,5.08,67.9,11.8,0.489
2021-06-26 16:00:00,148.0,3.7,67.1,11.8,0.446
2021-06-26 17:00:00,154.0,2.8,61.7,11.8,0.54
2021-06-26 18:00:00,147.0,2.33,66.3,11.8,0.385
2021-06-26 19:00:00,141.0,1.7,71.9,11.3,0.487
2021-06-26 20:00:00,146.0,2.74,70.4,10.8,0.583
2021-06-26 21:00:00,141.0,4.95,64.2,10.8,0.663
2021-06-26 22:00:00,142.0,6.35,60.1,9.86,0.588
2021-06-26 23:00:00,140.0,6.54,58.6,8.87,0.325
2021-06-27 00:00:00,140.0,4.86,57.9,8.87,0.509
2021-06-27 06:00:00,133.0,2.04,36.8,5.92,0.548
2021-06-27 07:00:00,126.0,2.85,40.8,6.9,0.643
2021-06-27 08:00:00,123.0,2.67,47.8,7.89,0.556
2021-06-27 10:00:00,131.0,3.22,51.8,7.89,0.438
2021-06-27 12:00:00,145.0,3.68,72.7,8.87,0.897
2021-06-27 13:00:00,151.0,3.61,74.3,8.87,0.499
2021-06-27 14:00:00,151.0,3.63,66.7,8.87,0.704
2021-06-27 15:00:00,143.0,2.52,64.6,8.87,0.536
2021-06-27 16:00:00,139.0,2.6,66.4,9.37,0.372
2021-06-27 19:00:00,132.0,3.7,73.6,9.86,0.601
2021-06-28 00:00:00,153.0,13.8,37.7,8.87,0.869
2021-06-28 04:00:00,129.0,7.44,38.9,7.4,0.767
2021-06-28 05:00:00,140.0,11.5,36.2,5.92,1.01
2021-06-28 06:00:00,131.0,10.5,39.5,5.92,0.851
2021-06-28 07:00:00,146.0,15.8,37.4,6.9,0.906
2021-06-28 10:00:00,154.0,15.2,49.7,12.3,0.73
2021-06-28 19:00:00,120.0,7.53,73.1,10.8,0.761
2021-06-28 23:00:00,126.0,7.87,51.7,0.986,0.773
2021-06-29 00:00:00,130.0,8.63,44.9,0.986,0.996
2021-06-29 01:00:00,128.0,8.39,40.7,8.38,0.9
2021-06-29 02:00:00,129.0,10.8,30.9,15.8,0.866
2021-06-29 03:00:00,132.0,8.01,31.5,15.8,0.845
2021-06-29 04:00:00,140.0,9.88,32.2,9.37,0.694
2021-06-29 06:00:00,131.0,17.2,38.3,2.96,1.22
2021-06-29 08:00:00,144.0,22.5,41.4,25.6,1.26
2021-06-29 09:00:00,151.0,21.7,47.7,25.6,1.34
2021-06-29 11:00:00,160.0,25.0,53.9,18.7,1.53
2021-06-29 14:00:00,118.0,6.27,67.9,19.7,0.821
2021-06-29 15:00:00,120.0,6.24,67.9,19.7,0.881
2021-06-29 16:00:00,118.0,5.35,67.9,12.3,0.928
2021-06-29 19:00:00,117.0,5.53,76.3,18.2,1.16
2021-06-29 21:00:00,117.0,6.49,70.6,31.6,1.02
2021-06-29 22:00:00,114.0,5.23,66.7,22.2,1.22
2021-06-30 23:00:00,156.0,15.6,42.9,9.86,1.12
2021-07-01 00:00:00,148.0,13.8,42.2,9.86,1.19
2021-07-02 01:00:00,138.0,9.63,62.2,12.8,0.917
2021-07-02 03:00:00,133.0,1.13,60.9,1.97,1.1
2021-07-02 05:00:00,140.0,4.31,52.1,16.8,1.11
2021-07-02 06:00:00,156.0,10.2,44.6,16.8,1.03
2021-07-02 10:00:00,191.0,19.7,50.6,41.4,1.28
2021-07-02 11:00:00,168.0,14.1,59.0,14.8,0.934
2021-07-02 12:00:00,172.0,15.2,61.0,14.8,1.18
2021-07-02 14:00:00,148.0,12.6,60.6,-1.0,1.14
2021-07-02 15:00:00,154.0,14.8,62.8,-1.0,1.09
2021-07-02 19:00:00,140.0,12.1,56.2,4.44,0.938
2021-07-02 21:00:00,144.0,11.8,55.8,6.9,1.15
2021-07-02 22:00:00,151.0,16.7,47.4,9.37,1.11
2021-07-03 00:00:00,142.0,13.8,46.5,11.8,1.3
2021-07-03 01:00:00,135.0,7.35,49.5,11.8,1.23
2021-07-03 02:00:00,122.0,3.27,53.7,22.7,1.38
2021-07-03 03:00:00,116.0,2.75,55.1,22.7,1.57
2021-07-03 04:00:00,124.0,6.26,47.2,10.4,0.941
2021-07-03 05:00:00,124.0,20.9,32.3,-1.97,0.952
2021-07-03 06:00:00,123.0,14.8,38.7,-1.97,1.22
2021-07-03 07:00:00,124.0,8.39,49.1,15.3,1.31
2021-07-03 08:00:00,134.0,5.51,58.1,32.5,1.42
2021-07-03 10:00:00,144.0,10.1,65.5,20.2,1.82
2021-07-03 11:00:00,150.0,13.0,64.4,7.89,1.74
2021-07-03 12:00:00,137.0,12.8,60.9,7.89,1.52
2021-07-03 13:00:00,123.0,9.25,62.8,7.89,1.3
2021-07-03 14:00:00,145.0,7.66,63.1,-1.0,1.28
2021-07-03 15:00:00,124.0,7.02,62.8,-1.0,1.34
2021-07-03 16:00:00,120.0,8.15,61.1,0.0,0.914
2021-07-03 17:00:00,123.0,8.77,62.8,0.0,1.08
2021-07-03 20:00:00,139.0,12.7,63.5,28.6,1.59
2021-07-03 21:00:00,154.0,17.2,59.2,28.6,1.28
2021-07-03 22:00:00,164.0,19.3,59.4,24.2,1.25
2021-07-03 23:00:00,125.0,10.5,70.2,19.7,1.35
2021-07-04 00:00:00,116.0,5.01,72.2,19.7,1.29
2021-07-04 02:00:00,113.0,5.27,69.5,31.6,1.36
2021-07-04 04:00:00,126.0,7.51,68.6,23.2,1.57
2021-07-04 07:00:00,119.0,2.7,53.5,13.3,1.29
2021-07-04 09:00:00,129.0,2.87,57.7,11.8,1.35
2021-07-04 11:00:00,129.0,5.49,68.5,8.87,1.4
2021-07-04 13:00:00,137.0,7.27,70.1,13.3,1.83
2021-07-04 14:00:00,136.0,7.85,74.9,17.7,1.94
2021-07-04 16:00:00,147.0,11.4,86.6,10.4,1.87
2021-07-04 17:00:00,144.0,10.9,82.7,2.96,1.56
2021-07-04 20:00:00,155.0,12.2,82.8,16.8,1.42
2021-07-04 22:00:00,146.0,11.4,75.1,16.8,1.21
2021-07-04 23:00:00,142.0,10.6,73.4,16.8,1.36
2021-07-05 00:00:00,137.0,6.7,75.6,16.8,1.15
2021-07-05 01:00:00,128.0,5.6,74.7,37.0,1.62
2021-07-05 04:00:00,130.0,2.16,56.0,38.0,1.76
2021-07-05 05:00:00,130.0,4.46,49.5,18.7,1.75
2021-07-05 06:00:00,135.0,8.44,45.7,18.7,1.68
2021-07-05 08:00:00,165.0,18.5,43.4,7.89,1.74
2021-07-05 10:00:00,146.0,14.0,53.7,15.3,1.51
2021-07-05 11:00:00,141.0,12.6,55.6,22.7,1.38
2021-07-05 12:00:00,170.0,24.7,50.4,22.7,1.09
2021-07-05 18:00:00,170.0,22.3,67.4,24.7,1.47
2021-07-05 21:00:00,159.0,12.3,70.5,49.3,1.57
2021-07-05 23:00:00,151.0,9.67,57.2,42.4,1.89
2021-07-06 00:00:00,146.0,10.4,55.2,42.4,1.82
2021-07-06 01:00:00,135.0,4.81,51.0,32.0,1.42
2021-07-06 02:00:00,130.0,3.03,48.7,21.7,1.49
2021-07-06 04:00:00,121.0,2.06,43.2,21.2,1.22
2021-07-06 07:00:00,141.0,9.81,39.1,20.2,1.43
2021-07-06 08:00:00,146.0,12.9,42.6,19.7,1.32
2021-07-06 09:00:00,155.0,10.3,52.2,20.1,0.52
2021-07-06 11:00:00,160.0,12.9,58.9,19.1,0.324
2021-07-06 12:00:00,154.0,8.77,71.2,19.1,0.576
2021-07-06 13:00:00,151.0,10.6,69.3,31.7,0.368
2021-07-06 15:00:00,159.0,14.1,70.5,44.2,0.332
2021-07-06 17:00:00,246.0,32.1,46.4,41.2,0.274
2021-07-06 18:00:00,283.0,59.8,24.0,41.2,0.685
2021-07-06 20:00:00,222.0,37.7,47.0,35.2,0.625
2021-07-06 22:00:00,173.0,11.4,59.8,43.7,0.298
2021-07-06 23:00:00,180.0,11.5,47.6,52.3,0.642
2021-07-07 02:00:00,155.0,0.149,42.9,12.1,0.667
2021-07-08 05:00:00,177.0,0.75,43.6,14.1,0.598
2021-07-08 07:00:00,187.0,10.8,46.4,21.1,0.483
2021-07-08 08:00:00,187.0,8.74,67.8,28.1,0.435
2021-07-08 11:00:00,234.0,36.4,30.6,34.2,0.749
2021-07-08 12:00:00,239.0,30.4,37.1,34.2,0.627
2021-07-08 15:00:00,169.0,5.87,69.1,15.1,0.442
2021-07-08 17:00:00,171.0,8.0,76.8,12.1,0.552
2021-07-08 23:00:00,158.0,9.94,59.7,9.05,0.823
2021-07-09 00:00:00,153.0,8.3,56.3,9.05,0.525
2021-07-09 04:00:00,164.0,14.0,46.4,1.01,1.03
2021-07-09 05:00:00,146.0,11.8,44.2,0.0,0.797
2021-07-09 07:00:00,149.0,14.5,41.3,3.52,0.912
2021-07-09 08:00:00,173.0,21.3,35.8,7.04,1.12
2021-07-09 09:00:00,153.0,14.5,45.6,7.04,1.06
2021-07-09 10:00:00,172.0,23.2,37.3,8.54,0.642
2021-07-09 11:00:00,200.0,27.2,34.9,10.1,0.79
2021-07-09 12:00:00,216.0,33.8,31.3,10.1,0.867
2021-07-09 15:00:00,186.0,20.2,58.5,24.1,0.839
2021-07-09 16:00:00,176.0,17.5,66.4,17.1,0.79
2021-07-09 17:00:00,191.0,18.6,63.3,10.1,1.03
2021-07-09 19:00:00,177.0,17.5,59.7,19.6,0.454
2021-07-09 20:00:00,180.0,17.1,80.1,29.1,0.711
2021-07-12 19:00:00,200.0,53.0,31.5,15.1,1.73
