datetime,co,no2,o3,pm10,so2
2020-06-05 00:00:00,182.0,19.9,35.6,6.49,0.214
2020-06-05 02:00:00,148.0,2.75,54.9,4.49,0.0808
2020-06-05 03:00:00,150.0,1.56,54.7,6.49,0.0287
2020-06-05 04:00:00,140.0,4.23,51.4,9.98,0.808
2020-06-05 05:00:00,138.0,7.92,46.3,12.0,0.482
2020-06-05 06:00:00,146.0,9.42,46.0,11.5,-0.0456
2020-06-05 07:00:00,154.0,9.59,42.8,10.5,-0.00521
2020-06-05 09:00:00,179.0,14.5,40.6,8.98,0.03
2020-06-05 12:00:00,162.0,6.1,60.5,26.9,0.383
2020-06-05 14:00:00,175.0,9.96,60.2,25.4,0.386
2020-06-05 16:00:00,294.0,49.5,26.7,40.4,1.16
2020-06-05 17:00:00,295.0,53.1,18.9,42.9,2.05
2020-06-05 18:00:00,262.0,43.4,27.2,34.4,1.57
2020-06-05 19:00:00,263.0,51.6,18.5,27.4,2.47
2020-06-05 20:00:00,240.0,21.2,48.5,25.0,0.501
2020-06-05 21:00:00,226.0,20.8,48.0,22.5,0.318
2020-06-05 22:00:00,174.0,10.7,57.2,19.5,0.194
2020-06-05 23:00:00,172.0,7.0,54.6,17.0,0.276
2020-06-06 00:00:00,152.0,2.93,50.9,19.0,0.325
2020-06-07 17:00:00,144.0,3.49,80.1,14.5,0.109
2020-06-07 18:00:00,148.0,4.11,69.8,17.5,0.149
2020-06-07 19:00:00,159.0,5.81,63.6,15.5,0.158
2020-06-07 22:00:00,142.0,1.92,55.4,14.0,0.158
2020-06-07 23:00:00,-1.0,-1.0,-1.0,12.0,-1.0
2020-06-08 00:00:00,144.0,4.35,47.3,7.98,0.199
2020-06-08 01:00:00,150.0,6.5,38.4,9.98,0.1
2020-06-08 02:00:00,147.0,5.18,33.0,11.0,0.22
2020-06-08 03:00:00,147.0,5.33,26.5,11.0,0.129
2020-06-08 04:00:00,210.0,11.6,20.5,15.0,0.0587
2020-06-08 05:00:00,178.0,22.1,12.8,20.0,0.428
2020-06-08 07:00:00,176.0,14.0,36.7,19.5,0.139
2020-06-08 08:00:00,203.0,29.6,17.0,27.4,0.919
2020-06-08 12:00:00,237.0,25.3,22.1,-1.0,0.666
2020-06-08 13:00:00,229.0,21.2,29.6,-1.0,0.42
2020-06-08 14:00:00,217.0,20.9,34.2,-1.0,0.435
2020-06-08 15:00:00,244.0,24.9,35.2,-1.0,1.01
2020-06-08 16:00:00,260.0,44.8,16.1,-1.0,2.28
2020-06-08 17:00:00,224.0,45.2,19.9,-1.0,1.88
2020-06-08 18:00:00,219.0,36.0,30.6,25.9,1.26
2020-06-08 19:00:00,223.0,50.0,15.1,22.0,1.56
2020-06-08 20:00:00,215.0,38.3,25.2,21.0,0.907
2020-06-08 21:00:00,188.0,33.3,28.1,21.5,0.61
2020-06-08 22:00:00,168.0,22.4,37.3,24.0,0.613
2020-06-08 23:00:00,166.0,48.0,6.45,24.0,1.36
2020-06-09 00:00:00,157.0,29.1,27.5,20.5,0.789
2020-06-09 01:00:00,152.0,26.3,31.1,16.5,0.752
2020-06-09 02:00:00,141.0,16.9,40.7,12.0,0.65
2020-06-09 03:00:00,146.0,19.4,36.9,11.5,0.338
2020-06-09 04:00:00,159.0,5.67,55.0,13.0,0.51
2020-06-09 05:00:00,137.0,5.68,57.6,11.5,0.381
2020-06-09 06:00:00,133.0,19.6,38.4,6.99,0.4
2020-06-09 07:00:00,156.0,29.4,28.8,6.99,0.39
2020-06-09 08:00:00,195.0,34.7,27.0,11.5,0.418
2020-06-09 09:00:00,238.0,36.8,25.0,16.5,0.667
2020-06-09 10:00:00,213.0,32.1,28.2,30.9,0.58
2020-06-09 11:00:00,209.0,28.0,34.2,44.4,0.463
2020-06-09 13:00:00,224.0,44.0,18.1,55.4,1.25
2020-06-09 14:00:00,218.0,37.7,26.7,46.4,1.18
2020-06-09 15:00:00,221.0,44.2,19.5,43.4,1.57
2020-06-09 16:00:00,261.0,50.8,16.7,52.4,1.69
2020-06-09 17:00:00,269.0,51.8,16.3,52.9,1.43
2020-06-09 18:00:00,239.0,49.8,20.9,42.4,1.03
2020-06-09 19:00:00,238.0,49.0,21.2,34.4,1.44
2020-06-09 21:00:00,213.0,19.7,48.8,21.5,0.413
2020-06-09 22:00:00,223.0,16.9,48.8,16.5,0.465
2020-06-09 23:00:00,214.0,18.0,42.5,20.5,0.468
2020-06-10 00:00:00,175.0,19.5,38.0,21.5,0.357
2020-06-10 01:00:00,190.0,19.3,36.1,19.0,0.4
2020-06-10 02:00:00,162.0,14.0,49.0,19.5,0.336
2020-06-10 03:00:00,165.0,11.2,50.1,18.0,0.323
2020-06-10 04:00:00,151.0,10.9,39.2,16.0,0.236
2020-06-10 05:00:00,186.0,12.0,41.3,19.0,0.261
2020-06-10 06:00:00,157.0,20.9,37.8,30.4,1.17
2020-06-10 07:00:00,163.0,33.1,19.4,29.4,1.56
2020-06-10 09:00:00,209.0,29.8,28.8,35.9,1.34
2020-06-10 10:00:00,225.0,31.3,27.8,46.4,1.74
2020-06-10 11:00:00,216.0,31.8,27.6,53.9,1.73
2020-06-10 12:00:00,201.0,18.8,52.4,55.4,0.975
2020-06-10 15:00:00,198.0,13.1,50.3,-1.0,-1.0
2020-06-10 16:00:00,199.0,11.3,58.8,29.9,-1.0
2020-06-10 17:00:00,191.0,11.1,59.3,31.9,-1.0
2020-06-10 18:00:00,181.0,10.3,58.9,28.4,-1.0
2020-06-10 19:00:00,205.0,12.0,57.3,26.9,-1.0
2020-06-10 21:00:00,209.0,11.7,52.6,25.4,-1.0
2020-06-10 22:00:00,215.0,16.0,46.1,19.0,-1.0
2020-06-10 23:00:00,191.0,28.8,31.0,20.0,-1.0
2020-06-11 00:00:00,179.0,16.4,45.4,23.0,-1.0
2020-06-11 01:00:00,170.0,25.1,37.2,21.0,-1.0
2020-06-11 02:00:00,166.0,20.1,37.4,19.0,-1.0
2020-06-11 03:00:00,172.0,8.79,47.8,17.0,-1.0
2020-06-11 08:00:00,170.0,9.21,46.8,25.9,0.259
2020-06-11 09:00:00,174.0,9.23,46.8,28.4,0.137
2020-06-11 11:00:00,186.0,7.55,51.7,37.4,0.222
2020-06-11 12:00:00,177.0,7.63,53.0,32.9,0.0323
2020-06-11 14:00:00,175.0,6.89,60.0,30.9,0.344
2020-06-11 16:00:00,172.0,8.75,62.2,31.4,0.268
2020-06-11 17:00:00,180.0,8.65,63.7,38.4,0.322
2020-06-11 19:00:00,173.0,7.06,64.7,21.0,0.195
2020-06-11 22:00:00,173.0,6.56,58.8,14.0,0.0409
2020-06-12 00:00:00,155.0,3.52,47.7,8.98,-0.0912
2020-06-12 01:00:00,149.0,5.26,44.0,9.98,0.188
2020-06-12 02:00:00,149.0,1.41,45.5,11.0,0.102
2020-06-12 04:00:00,142.0,1.86,42.4,10.5,-0.177
2020-06-12 05:00:00,138.0,3.57,44.9,9.48,0.00404
2020-06-12 06:00:00,153.0,4.66,44.9,11.0,0.131
2020-06-12 09:00:00,173.0,8.67,44.6,32.9,0.332
2020-06-12 10:00:00,174.0,10.8,44.4,32.4,0.344
2020-06-12 11:00:00,175.0,7.35,51.7,42.9,0.402
2020-06-12 12:00:00,159.0,5.86,56.6,50.4,0.479
2020-06-12 13:00:00,163.0,7.31,57.2,46.9,0.536
2020-06-12 17:00:00,168.0,7.21,58.2,42.4,0.426
2020-06-12 20:00:00,164.0,6.13,62.9,13.5,0.328
2020-06-12 21:00:00,163.0,7.2,59.5,8.98,0.128
2020-06-12 22:00:00,164.0,9.04,55.3,8.98,0.0388
2020-06-12 23:00:00,173.0,7.39,55.6,11.5,0.0141
2020-06-13 00:00:00,159.0,6.12,55.7,12.5,0.0293
2020-06-13 01:00:00,138.0,13.0,47.2,14.5,0.246
2020-06-13 02:00:00,133.0,7.43,52.3,18.5,-0.0507
2020-06-13 05:00:00,133.0,9.59,48.5,9.98,0.227
2020-06-13 06:00:00,158.0,3.97,50.9,8.98,0.00182
2020-06-13 07:00:00,147.0,4.66,51.4,9.98,0.189
2020-06-13 09:00:00,166.0,8.06,47.5,18.0,0.276
2020-06-13 11:00:00,162.0,9.42,51.7,23.0,0.376
2020-06-13 13:00:00,164.0,6.77,66.2,24.0,0.493
2020-06-13 14:00:00,152.0,4.8,71.7,24.5,0.42
2020-06-13 15:00:00,145.0,4.18,73.3,26.4,0.0937
2020-06-13 16:00:00,152.0,4.03,73.3,29.9,0.188
2020-06-13 17:00:00,149.0,3.48,73.0,22.5,0.147
2020-06-13 18:00:00,156.0,5.34,71.3,19.0,0.151
2020-06-13 19:00:00,171.0,6.98,69.9,17.0,0.226
2020-06-13 23:00:00,174.0,11.5,67.8,21.0,0.00691
2020-06-14 00:00:00,162.0,10.2,68.6,17.0,-0.046
2020-06-14 04:00:00,150.0,10.1,62.1,11.5,0.254
2020-06-14 05:00:00,136.0,3.73,69.2,13.0,0.0971
2020-06-14 06:00:00,138.0,3.97,65.1,12.5,0.312
2020-06-14 07:00:00,147.0,5.94,60.5,13.5,0.792
2020-06-14 08:00:00,153.0,5.48,64.5,15.0,1.22
2020-06-14 09:00:00,162.0,5.57,65.2,19.5,1.65
2020-06-14 10:00:00,169.0,5.41,73.3,19.0,2.4
2020-06-14 11:00:00,170.0,5.79,77.7,15.0,2.07
2020-06-14 15:00:00,171.0,6.38,77.1,17.0,0.422
2020-06-14 16:00:00,156.0,3.61,77.8,27.9,0.592
2020-06-14 18:00:00,176.0,7.35,78.2,20.0,0.591
2020-06-14 19:00:00,164.0,5.91,89.4,19.5,0.681
2020-06-14 20:00:00,161.0,8.5,86.2,17.0,0.552
2020-06-14 21:00:00,178.0,9.6,84.3,15.0,0.349
2020-06-14 23:00:00,183.0,16.5,70.0,11.0,0.313
2020-06-15 02:00:00,160.0,13.0,63.9,19.0,0.508
2020-06-15 03:00:00,166.0,13.2,58.8,18.0,1.16
2020-06-15 04:00:00,208.0,15.6,51.6,19.0,1.52
2020-06-15 05:00:00,185.0,13.0,51.4,18.0,1.46
2020-06-15 06:00:00,158.0,9.52,55.3,20.0,0.888
2020-06-15 14:00:00,217.0,19.0,69.6,32.9,1.82
2020-06-15 15:00:00,213.0,18.1,73.7,31.4,1.2
2020-06-15 17:00:00,244.0,20.6,73.1,32.9,1.16
2020-06-15 18:00:00,216.0,19.7,60.9,36.9,0.864
2020-06-15 20:00:00,175.0,5.49,67.6,25.0,0.522
2020-06-15 21:00:00,172.0,6.52,63.7,23.5,0.362
2020-06-15 22:00:00,170.0,5.54,58.0,24.0,0.447
2020-06-16 00:00:00,172.0,5.47,43.9,25.0,0.104
2020-06-16 01:00:00,169.0,4.51,40.8,24.5,0.0128
2020-06-16 02:00:00,173.0,5.74,35.1,25.4,0.117
2020-06-16 03:00:00,179.0,7.23,32.4,24.5,0.0855
2020-06-16 04:00:00,183.0,5.52,32.6,21.0,0.0282
2020-06-16 05:00:00,199.0,4.09,35.9,22.5,0.19
2020-06-16 06:00:00,182.0,9.39,28.5,28.4,0.139
2020-06-16 07:00:00,233.0,22.6,10.7,41.4,0.627
2020-06-16 08:00:00,269.0,26.4,18.5,56.4,0.93
2020-06-16 16:00:00,163.0,5.95,59.5,13.0,0.127
2020-06-16 20:00:00,179.0,11.9,56.2,12.5,0.129
2020-06-16 21:00:00,180.0,12.1,58.1,15.0,0.249
2020-06-16 22:00:00,230.0,30.4,31.0,16.5,0.31
2020-06-16 23:00:00,235.0,39.1,20.0,19.5,0.422
2020-06-17 04:00:00,188.0,11.4,13.5,21.5,-0.0774
2020-06-17 05:00:00,172.0,10.3,20.1,21.0,0.0501
2020-06-17 06:00:00,167.0,9.04,31.5,19.0,-0.021
2020-06-17 07:00:00,178.0,15.3,39.9,24.0,0.382
2020-06-17 08:00:00,285.0,32.3,18.8,45.9,1.04
2020-06-17 11:00:00,210.0,23.4,53.5,52.9,0.715
2020-06-17 12:00:00,216.0,22.3,60.9,42.4,0.425
2020-06-17 13:00:00,210.0,14.9,64.2,30.9,0.336
2020-06-17 14:00:00,218.0,18.9,58.4,32.4,0.0945
2020-06-17 15:00:00,197.0,13.4,72.7,30.9,0.131
2020-06-17 16:00:00,198.0,19.1,65.8,22.0,0.314
2020-06-17 18:00:00,283.0,33.5,42.3,35.9,0.749
2020-06-17 19:00:00,265.0,38.5,40.1,39.4,1.39
2020-06-17 23:00:00,180.0,21.0,62.9,27.4,0.289
2020-06-18 00:00:00,169.0,26.0,50.1,18.5,0.292
2020-06-18 02:00:00,156.0,10.8,62.6,19.0,0.0815
2020-06-18 04:00:00,155.0,5.5,63.0,17.5,0.348
2020-06-18 05:00:00,158.0,4.54,59.6,22.0,0.166
2020-06-18 06:00:00,162.0,21.4,43.9,23.5,0.135
2020-06-18 07:00:00,212.0,36.7,31.2,23.0,0.376
2020-06-18 08:00:00,241.0,33.4,29.8,24.5,0.168
2020-06-18 09:00:00,307.0,48.5,12.5,21.0,0.348
2020-06-18 11:00:00,242.0,31.2,28.3,24.5,0.292
2020-06-18 16:00:00,288.0,39.9,46.1,43.4,0.582
2020-06-18 17:00:00,294.0,34.7,48.2,39.9,0.543
2020-06-18 18:00:00,288.0,32.8,49.6,38.9,0.652
2020-06-18 21:00:00,244.0,30.3,55.7,25.0,0.599
2020-06-18 22:00:00,389.0,51.2,31.3,31.4,0.72
2020-06-18 23:00:00,395.0,60.6,15.3,43.4,0.495
2020-06-19 00:00:00,335.0,47.4,21.3,41.4,0.256
2020-06-19 02:00:00,295.0,45.9,13.7,39.9,0.229
2020-06-19 03:00:00,253.0,35.3,12.6,28.4,0.162
2020-06-19 04:00:00,298.0,37.0,8.15,30.4,0.287
2020-06-19 05:00:00,268.0,41.0,12.4,28.9,0.579
2020-06-19 06:00:00,222.0,52.1,13.1,24.0,1.22
2020-06-19 07:00:00,187.0,24.6,33.7,23.5,0.428
2020-06-19 08:00:00,186.0,14.0,53.0,28.4,0.35
2020-06-19 09:00:00,189.0,16.8,57.6,31.4,0.61
2020-06-19 11:00:00,184.0,16.2,65.0,28.9,0.479
2020-06-19 13:00:00,202.0,17.5,70.1,25.0,0.202
2020-06-19 14:00:00,197.0,20.4,70.3,21.0,0.495
2020-06-19 15:00:00,187.0,13.7,78.6,22.5,0.299
2020-06-19 16:00:00,180.0,12.1,83.5,25.0,0.0348
2020-06-19 17:00:00,190.0,16.9,80.3,22.5,0.141
2020-06-19 18:00:00,185.0,17.0,82.3,17.5,-0.0073
2020-06-19 20:00:00,171.0,8.26,83.1,24.5,0.308
2020-06-19 21:00:00,171.0,11.5,70.9,23.0,0.369
2020-06-19 22:00:00,180.0,13.7,65.6,20.5,0.304
2020-06-20 01:00:00,160.0,12.4,65.9,18.5,0.544
2020-06-20 02:00:00,153.0,5.56,71.6,14.5,0.476
2020-06-20 03:00:00,152.0,3.48,68.5,14.5,0.303
2020-06-20 04:00:00,164.0,4.14,63.5,16.5,0.615
2020-06-20 05:00:00,160.0,2.74,65.9,16.0,0.393
2020-06-20 06:00:00,170.0,4.86,62.0,13.5,0.307
2020-06-20 10:00:00,169.0,5.78,50.3,25.0,0.404
2020-06-20 11:00:00,166.0,6.08,49.4,26.4,0.677
2020-06-20 12:00:00,165.0,6.19,50.4,27.9,0.409
2020-06-20 13:00:00,160.0,5.73,48.9,29.9,0.388
2020-06-20 15:00:00,167.0,4.47,54.7,23.5,0.354
2020-06-20 16:00:00,155.0,4.74,57.5,23.0,0.458
2020-06-20 17:00:00,155.0,3.51,59.3,22.0,0.465
2020-06-20 18:00:00,162.0,4.06,61.3,17.0,0.333
2020-06-21 02:00:00,142.0,9.23,46.3,9.98,0.489
2020-06-21 03:00:00,151.0,8.5,43.6,11.5,0.627
2020-06-21 04:00:00,148.0,2.48,46.3,12.5,0.403
2020-06-21 05:00:00,141.0,2.07,44.1,12.5,0.382
2020-06-21 06:00:00,142.0,4.73,40.5,14.0,0.664
2020-06-21 07:00:00,148.0,5.96,38.0,16.5,1.08
2020-06-21 10:00:00,148.0,4.32,49.0,20.0,0.926
2020-06-21 11:00:00,143.0,3.98,53.2,22.0,0.728
2020-06-21 12:00:00,148.0,3.32,56.8,22.5,0.527
2020-06-21 13:00:00,147.0,3.69,57.6,20.0,0.428
2020-06-21 14:00:00,140.0,3.99,60.7,17.0,0.469
2020-06-21 15:00:00,143.0,3.36,61.3,19.0,0.618
2020-06-21 17:00:00,138.0,4.2,58.4,12.5,0.644
2020-06-21 18:00:00,156.0,5.5,52.1,12.5,0.497
2020-06-21 19:00:00,150.0,5.23,53.3,11.5,0.767
2020-06-21 20:00:00,145.0,4.03,58.8,11.0,0.722
2020-06-21 21:00:00,184.0,9.03,53.4,10.5,0.72
2020-06-21 22:00:00,167.0,9.33,50.5,9.48,0.34
2020-06-22 00:00:00,168.0,11.4,48.6,14.0,0.163
2020-06-22 03:00:00,143.0,17.8,39.9,11.0,0.767
2020-06-22 04:00:00,131.0,7.1,50.7,9.48,0.449
